Entity,Food Category,Sum of Production Value,Sum of Year,Target
Ethiopia (former),"Peas, dry Production (tonnes)",135511,63248,27102.2
Ethiopia (former),Potatoes  Production (tonnes),103359661,63248,20671932.200000003
Ethiopia (former),Rice  Production (tonnes),10102501.27,63248,2020500.254
Ethiopia (former),Rye  Production (tonnes),221836774,63248,44367354.800000004
Ethiopia (former),Soybeans  Production (tonnes),225233951,63248,45046790.2
Ethiopia (former),Sugar cane Production (tonnes),8503626400,63248,1700725280
Ethiopia (former),Sunflower seed  Production (tonnes),41777624.9,63248,8355524.98
Ethiopia (former),Sweet potatoes  Production (tonnes),66223.14000000001,63248,13244.628000000004
Ethiopia (former),Tea  Production (tonnes),2912366,63248,582473.2000000001
Ethiopia (former),Tomatoes Production (tonnes),415023149,63248,83004629.80000001
Ethiopia (former),Wheat Production (tonnes),285785161,63248,57157032.2
Ethiopia (former),Yams  Production (tonnes),9292838.809999999,63248,1858567.7619999999
Europe,Apples Production (tonnes),1646555.9500000002,121451,329311.19000000006
Europe,Avocados Production (tonnes),3131668.97,121451,626333.7940000001
Europe,Bananas  Production (tonnes),53547730.82,121451,10709546.164
Europe,Cocoa beans Production (tonnes),2033777.79,121451,406755.558
Europe,"Coffee, green Production (tonnes)",214674,121451,42934.8
Europe,Grapes  Production (tonnes),304720759.5,121451,60944151.900000006
Europe,Maize Production (tonnes),4458894216,121451,891778843.2
Europe,"Meat, chicken  Production (tonnes)",21637151.2,121451,4327430.24
Europe,Oranges  Production (tonnes),486147.68,121451,97229.53600000001
Europe,Palm oil  Production (tonnes),251892428.5,121451,50378485.7
Europe,"Peas, dry Production (tonnes)",98674.93,121451,19734.986
Europe,Potatoes  Production (tonnes),55050,121451,11010
Europe,Rice  Production (tonnes),50592942,121451,10118588.4
Europe,Rye  Production (tonnes),94104291,121451,18820858.2
Europe,Soybeans  Production (tonnes),117140096.94999999,121451,23428019.39
Europe,Sugar cane Production (tonnes),3730701318,121451,746140263.6
Europe,Sunflower seed  Production (tonnes),71547071.24000001,121451,14309414.248000003
Europe,Sweet potatoes  Production (tonnes),370937.66,121451,74187.53199999999
Europe,Tea  Production (tonnes),491935,121451,98387
Europe,Tomatoes Production (tonnes),685203311.94,121451,137040662.388
Europe,Wheat Production (tonnes),216203577,121451,43240715.400000006
Europe,Yams  Production (tonnes),13759922.709999997,121451,2751984.5419999994
Europe (FAO),Apples Production (tonnes),55298554,121451,11059710.8
Europe (FAO),Avocados Production (tonnes),2884761.5300000007,121451,576952.3060000002
Europe (FAO),Bananas  Production (tonnes),3181025.409999999,121451,636205.0819999999
Europe (FAO),Cocoa beans Production (tonnes),1850300.7499999998,121451,370060.14999999997
Europe (FAO),"Coffee, green Production (tonnes)",772703.51,121451,154540.70200000002
Europe (FAO),Grapes  Production (tonnes),10917370.04,121451,2183474.008
Europe (FAO),Maize Production (tonnes),4460925704,121451,892185140.8000001
Europe (FAO),"Meat, chicken  Production (tonnes)",2414895.6799999997,121451,482979.13599999994
Europe (FAO),Oranges  Production (tonnes),1168980.35,121451,233796.07000000004
Europe (FAO),Palm oil  Production (tonnes),861785547,121451,172357109.4
Europe (FAO),"Peas, dry Production (tonnes)",7409690.68,121451,1481938.136
Europe (FAO),Potatoes  Production (tonnes),24660908,121451,4932181.600000001
Europe (FAO),Rice  Production (tonnes),11120976,121451,2224195.2
Europe (FAO),Rye  Production (tonnes),3063007,121451,612601.4
Europe (FAO),Soybeans  Production (tonnes),344749573.88,121451,68949914.77600001
Europe (FAO),Sugar cane Production (tonnes),324737717.9,121451,64947543.58
Europe (FAO),Sunflower seed  Production (tonnes),2117781.67,121451,423556.33400000003
Europe (FAO),Sweet potatoes  Production (tonnes),64545455.989999995,121451,12909091.197999999
Europe (FAO),Tea  Production (tonnes),3844831,121451,768966.2000000001
Europe (FAO),Tomatoes Production (tonnes),1235318.6500000001,121451,247063.73000000004
Europe (FAO),Wheat Production (tonnes),24177442,121451,4835488.4
Europe (FAO),Yams  Production (tonnes),3620461.91,121451,724092.3820000001
European Union (27),Apples Production (tonnes),115867835.55,121451,23173567.11
European Union (27),Avocados Production (tonnes),18466261.35,121451,3693252.2700000005
European Union (27),Bananas  Production (tonnes),1875977.41,121451,375195.482
European Union (27),Cocoa beans Production (tonnes),357350.14,121451,71470.028
European Union (27),"Coffee, green Production (tonnes)",16483,121451,3296.6000000000004
European Union (27),Grapes  Production (tonnes),422411.85,121451,84482.37
European Union (27),Maize Production (tonnes),2931845116,121451,586369023.2
European Union (27),"Meat, chicken  Production (tonnes)",131634.05,121451,26326.809999999998
European Union (27),Oranges  Production (tonnes),511850320.11,121451,102370064.02200001
European Union (27),Palm oil  Production (tonnes),179555.06000000003,121451,35911.01200000001
European Union (27),"Peas, dry Production (tonnes)",56174425.31999999,121451,11234885.064
European Union (27),Potatoes  Production (tonnes),271556658,121451,54311331.6
European Union (27),Rice  Production (tonnes),19925424.560000002,121451,3985084.9120000005
European Union (27),Rye  Production (tonnes),128936561.1,121451,25787312.22
European Union (27),Soybeans  Production (tonnes),152040631.01000002,121451,30408126.202000007
European Union (27),Sugar cane Production (tonnes),67158023,121451,13431604.600000001
European Union (27),Sunflower seed  Production (tonnes),34849084.64999999,121451,6969816.929999999
European Union (27),Sweet potatoes  Production (tonnes),121812835,121451,24362567
European Union (27),Tea  Production (tonnes),260316,121451,52063.200000000004
European Union (27),Tomatoes Production (tonnes),35022758.9,121451,7004551.78
European Union (27),Wheat Production (tonnes),370120404,121451,74024080.8
European Union (27),Yams  Production (tonnes),11853441.160000002,121451,2370688.2320000003
European Union (27) (FAO),Apples Production (tonnes),116305059.1,121451,23261011.82
European Union (27) (FAO),Avocados Production (tonnes),27405155.549999997,121451,5481031.109999999
European Union (27) (FAO),Bananas  Production (tonnes),23905839.119999997,121451,4781167.824
European Union (27) (FAO),Cocoa beans Production (tonnes),60519.69000000001,121451,12103.938000000002
European Union (27) (FAO),"Coffee, green Production (tonnes)",2815401.95,121451,563080.39
European Union (27) (FAO),Grapes  Production (tonnes),10757691.879999999,121451,2151538.3759999997
European Union (27) (FAO),Maize Production (tonnes),2933876620,121451,586775324
European Union (27) (FAO),"Meat, chicken  Production (tonnes)",383965,121451,76793
European Union (27) (FAO),Oranges  Production (tonnes),364453549,121451,72890709.8
European Union (27) (FAO),Palm oil  Production (tonnes),11299770.139999999,121451,2259954.028
European Union (27) (FAO),"Peas, dry Production (tonnes)",20212266.710000005,121451,4042453.342000001
European Union (27) (FAO),Potatoes  Production (tonnes),213192603,121451,42638520.6
European Union (27) (FAO),Rice  Production (tonnes),837768000.1,121451,167553600.02
European Union (27) (FAO),Rye  Production (tonnes),2253301.32,121451,450660.26399999997
European Union (27) (FAO),Soybeans  Production (tonnes),2154784,121451,430956.80000000005
European Union (27) (FAO),Sugar cane Production (tonnes),153766675,121451,30753335
European Union (27) (FAO),Sunflower seed  Production (tonnes),43175496,121451,8635099.200000001
European Union (27) (FAO),Sweet potatoes  Production (tonnes),24673567.5,121451,4934713.5
European Union (27) (FAO),Tea  Production (tonnes),37546,121451,7509.200000000001
European Union (27) (FAO),Tomatoes Production (tonnes),8125759,121451,1625151.8
European Union (27) (FAO),Wheat Production (tonnes),14531710,121451,2906342
European Union (27) (FAO),Yams  Production (tonnes),1528576.5699999998,121451,305715.31399999995
Fiji,Apples Production (tonnes),190388271.5,121451,38077654.300000004
Fiji,Avocados Production (tonnes),52207391.64999998,121451,10441478.329999998
Fiji,Bananas  Production (tonnes),67446598,121451,13489319.600000001
Fiji,Cocoa beans Production (tonnes),4005.7700000000004,121451,801.1540000000001
Fiji,"Coffee, green Production (tonnes)",14979445.64,121451,2995889.1280000005
Fiji,Grapes  Production (tonnes),29775161.73,121451,5955032.346000001
Fiji,Maize Production (tonnes),59882,121451,11976.400000000001
Fiji,"Meat, chicken  Production (tonnes)",2216369.86,121451,443273.972
Fiji,Oranges  Production (tonnes),46352216.019999996,121451,9270443.204
Fiji,Palm oil  Production (tonnes),26955494,121451,5391098.800000001
Fiji,"Peas, dry Production (tonnes)",72079114.14999999,121451,14415822.829999998
Fiji,Potatoes  Production (tonnes),8545792,121451,1709158.4000000001
Fiji,Rice  Production (tonnes),1157547004,121451,231509400.8
Fiji,Rye  Production (tonnes),282462,121451,56492.4
Fiji,Soybeans  Production (tonnes),63549.159999999996,121451,12709.832
Fiji,Sugar cane Production (tonnes),110616666,121451,22123333.200000003
Fiji,Sunflower seed  Production (tonnes),4845755,121451,969151
Fiji,Sweet potatoes  Production (tonnes),1348694.85,121451,269738.97000000003
Fiji,Tea  Production (tonnes),21054326,121451,4210865.2
Fiji,Tomatoes Production (tonnes),47005.94,121451,9401.188
Fiji,Wheat Production (tonnes),24365703,121451,4873140.600000001
Fiji,Yams  Production (tonnes),564114.09,121451,112822.818
Finland,Apples Production (tonnes),7795,4041,1559
Finland,Avocados Production (tonnes),4290371.699999999,4041,858074.3399999999
Finland,Bananas  Production (tonnes),3130500,4041,626100
Finland,Cocoa beans Production (tonnes),200,4041,40
Finland,"Coffee, green Production (tonnes)",341266.89,4041,68253.37800000001
Finland,Grapes  Production (tonnes),82624,4041,16524.8
Finland,Maize Production (tonnes),0,4041,0
Finland,"Meat, chicken  Production (tonnes)",110600,4041,22120
Finland,Oranges  Production (tonnes),3478400,4041,695680
Finland,Palm oil  Production (tonnes),80200,4041,16040
Finland,"Peas, dry Production (tonnes)",2506,4041,501.20000000000005
Finland,Potatoes  Production (tonnes),68333536,4041,13666707.200000001
Finland,Rice  Production (tonnes),91209,4041,18241.8
Finland,Rye  Production (tonnes),4200,4041,840
Finland,Soybeans  Production (tonnes),17030,4041,3406
Finland,Sugar cane Production (tonnes),1283400,4041,256680
Finland,Sunflower seed  Production (tonnes),224686,4041,44937.200000000004
Finland,Sweet potatoes  Production (tonnes),18871,4041,3774.2000000000003
Finland,Tea  Production (tonnes),94240,4041,18848
Finland,Tomatoes Production (tonnes),836.89,4041,167.37800000000001
Finland,Wheat Production (tonnes),3003266,4041,600653.2000000001
Finland,Yams  Production (tonnes),6001,4041,1200.2
France,Apples Production (tonnes),302464.86999999994,121451,60492.97399999999
France,Avocados Production (tonnes),26279977.95,121451,5255995.59
France,Bananas  Production (tonnes),67662333.41,121451,13532466.682
France,Cocoa beans Production (tonnes),33961.55,121451,6792.310000000001
France,"Coffee, green Production (tonnes)",13353682.28,121451,2670736.4560000002
France,Grapes  Production (tonnes),13725399.11,121451,2745079.822
France,Maize Production (tonnes),695387212,121451,139077442.4
France,"Meat, chicken  Production (tonnes)",322361006,121451,64472201.2
France,Oranges  Production (tonnes),143412811,121451,28682562.200000003
France,Palm oil  Production (tonnes),245895864,121451,49179172.800000004
France,"Peas, dry Production (tonnes)",478235.2700000001,121451,95647.05400000002
France,Potatoes  Production (tonnes),1003164286,121451,200632857.20000002
France,Rice  Production (tonnes),1589043.2899999998,121451,317808.658
France,Rye  Production (tonnes),9280964.559999999,121451,1856192.9119999998
France,Soybeans  Production (tonnes),17658353,121451,3531670.6
France,Sugar cane Production (tonnes),251508390,121451,50301678
France,Sunflower seed  Production (tonnes),2118706,121451,423741.2
France,Sweet potatoes  Production (tonnes),1359978.9000000001,121451,271995.78
France,Tea  Production (tonnes),1597837,121451,319567.4
France,Tomatoes Production (tonnes),5416726.27,121451,1083345.254
France,Wheat Production (tonnes),1072816210,121451,214563242
France,Yams  Production (tonnes),410136.43000000005,121451,82027.28600000002
French Guiana,Apples Production (tonnes),9533.7,71396,1906.7400000000002
French Guiana,Avocados Production (tonnes),3649771.23,71396,729954.246
French Guiana,Bananas  Production (tonnes),273937400,71396,54787480
French Guiana,Cocoa beans Production (tonnes),45145.29,71396,9029.058
French Guiana,"Coffee, green Production (tonnes)",152171.02000000002,71396,30434.204000000005
French Guiana,Grapes  Production (tonnes),4931733.85,71396,986346.77
French Guiana,Maize Production (tonnes),9694,71396,1938.8000000000002
French Guiana,"Meat, chicken  Production (tonnes)",361692810,71396,72338562
French Guiana,Oranges  Production (tonnes),46921154.3,71396,9384230.86
French Guiana,Palm oil  Production (tonnes),351317620,71396,70263524
French Guiana,"Peas, dry Production (tonnes)",649565.78,71396,129913.15600000002
French Guiana,Potatoes  Production (tonnes),32003766,71396,6400753.2
French Guiana,Rice  Production (tonnes),122647.06000000004,71396,24529.41200000001
French Guiana,Rye  Production (tonnes),8017646.44,71396,1603529.2880000002
French Guiana,Soybeans  Production (tonnes),3115850.55,71396,623170.11
French Guiana,Sugar cane Production (tonnes),554990814,71396,110998162.80000001
French Guiana,Sunflower seed  Production (tonnes),6053017,71396,1210603.4000000001
French Guiana,Sweet potatoes  Production (tonnes),78881657.15,71396,15776331.430000002
French Guiana,Tea  Production (tonnes),4112917,71396,822583.4
French Guiana,Tomatoes Production (tonnes),1975588.19,71396,395117.63800000004
French Guiana,Wheat Production (tonnes),53691295,71396,10738259
French Guiana,Yams  Production (tonnes),161962.44000000003,71396,32392.48800000001
Gabon,Apples Production (tonnes),16450829.39,121451,3290165.8780000005
Gabon,Avocados Production (tonnes),6039283.040000001,121451,1207856.6080000002
Gabon,Bananas  Production (tonnes),571757718,121451,114351543.60000001
Gabon,Cocoa beans Production (tonnes),278495.4,121451,55699.08000000001
Gabon,"Coffee, green Production (tonnes)",62821.969999999994,121451,12564.394
Gabon,Grapes  Production (tonnes),95336586.96000001,121451,19067317.392
Gabon,Maize Production (tonnes),1403731,121451,280746.2
Gabon,"Meat, chicken  Production (tonnes)",569126261,121451,113825252.2
Gabon,Oranges  Production (tonnes),70755449.2,121451,14151089.840000002
Gabon,Palm oil  Production (tonnes),42773829.49,121451,8554765.898
Gabon,"Peas, dry Production (tonnes)",310648.48,121451,62129.695999999996
Gabon,Potatoes  Production (tonnes),18508772,121451,3701754.4000000004
Gabon,Rice  Production (tonnes),160293682,121451,32058736.400000002
Gabon,Rye  Production (tonnes),4959734.43,121451,991946.8859999999
Gabon,Soybeans  Production (tonnes),2350276.01,121451,470055.202
Gabon,Sugar cane Production (tonnes),806683451,121451,161336690.20000002
Gabon,Sunflower seed  Production (tonnes),1726989.2100000004,121451,345397.8420000001
Gabon,Sweet potatoes  Production (tonnes),39042000,121451,7808400
Gabon,Tea  Production (tonnes),2084577,121451,416915.4
Gabon,Tomatoes Production (tonnes),11433610.93,121451,2286722.186
Gabon,Wheat Production (tonnes),412288385,121451,82457677
Gabon,Yams  Production (tonnes),913324.9400000001,121451,182664.988
